,Unnamed: 0,Entity ID,Gender,Marital Status,Dependents,Education,Entity's Income in INR,Entity's Family Income in INR,City Type,Average Expenditure per Entity per Month in INR,Economic Status
42336,42336,42336,Male,Yes,0,UG,27000,478000,D,2500,Excellent
42337,42337,42337,Male,Yes,1,UG,47000,381000,B,10000,Excellent
42338,42338,42338,Female,Yes,2,Ph.d,42000,54000,D,2500,Average
42339,42339,42339,Male,Yes,2,Ph.d,34000,417000,B,10000,Excellent
42340,42340,42340,Male,Yes,1,Ph.d,18000,327000,B,10000,Excellent
42341,42341,42341,Male,Yes,5,Ph.d,7000,250000,B,10000,Good
42342,42342,42342,Male,Yes,2,Ph.d,30000,484000,B,10000,Excellent
42343,42343,42343,Male,Yes,3,Ph.d,40000,191000,D,2500,Good
42344,42344,42344,Male,Yes,2,PG,19000,439000,B,10000,Excellent
42345,42345,42345,Female,Yes,1,Not Educated,37000,277000,B,10000,Good
42346,42346,42346,Female,Yes,0,Ph.d,39000,342000,B,10000,Excellent
42347,42347,42347,Male,Yes,5,Ph.d,6000,129000,B,10000,Moderate
42348,42348,42348,Male,Yes,4,PG,48000,334000,D,2500,Excellent
42349,42349,42349,Female,No,2,Ph.d,24000,362000,B,10000,Excellent
42350,42350,42350,Male,Yes,4,UG,37000,81000,B,10000,Average
42351,42351,42351,Female,Yes,3,Ph.d,30000,266000,B,10000,Good
42352,42352,42352,Male,Yes,1,Not Educated,22000,154000,B,10000,Moderate
42353,42353,42353,Male,Yes,4,Ph.d,9000,188000,B,10000,Moderate
42354,42354,42354,Female,Yes,3,Ph.d,16000,375000,B,10000,Excellent
42355,42355,42355,Male,No,2,Ph.d,22000,389000,B,10000,Excellent
42356,42356,42356,Female,Yes,4,Ph.d,48000,182000,B,10000,Moderate
42357,42357,42357,Female,Yes,2,PG,10000,352000,D,2500,Excellent
42358,42358,42358,Male,No,2,Ph.d,20000,429000,C,5000,Excellent
42359,42359,42359,Female,Yes,0,Ph.d,40000,61000,B,10000,Average
42360,42360,42360,Male,Yes,3,PG,43000,208000,B,10000,Good
42361,42361,42361,Male,Yes,2,Ph.d,31000,256000,B,10000,Good
42362,42362,42362,Male,Yes,1,Ph.d,18000,114000,B,10000,Moderate
42363,42363,42363,Male,Yes,2,Ph.d,29000,443000,D,2500,Excellent
42364,42364,42364,Female,No,0,Ph.d,27000,121000,D,2500,Moderate
42365,42365,42365,Female,Yes,2,Ph.d,32000,338000,B,10000,Excellent
42366,42366,42366,Male,Yes,1,PG,26000,42000,C,5000,Average
42367,42367,42367,Male,Yes,1,Ph.d,17000,81000,D,2500,Moderate
42368,42368,42368,Male,No,0,Ph.d,16000,21000,C,5000,Average
42369,42369,42369,Male,Yes,5,UG,32000,69000,D,2500,Average
42370,42370,42370,Male,Yes,4,UG,14000,267000,B,10000,Good
42371,42371,42371,Female,No,0,Ph.d,40000,449000,B,10000,Excellent
42372,42372,42372,Male,Yes,4,Ph.d,39000,422000,D,2500,Excellent
42373,42373,42373,Male,No,3,Ph.d,33000,485000,B,10000,Excellent
42374,42374,42374,Male,Yes,2,Ph.d,36000,52000,B,10000,Average
42375,42375,42375,Male,Yes,5,Ph.d,27000,386000,D,2500,Excellent
42376,42376,42376,Male,Yes,0,UG,46000,212000,D,2500,Good
42377,42377,42377,Female,No,5,Ph.d,39000,186000,B,10000,Moderate
42378,42378,42378,Male,Yes,2,Ph.d,37000,158000,B,10000,Moderate
42379,42379,42379,Male,Yes,0,UG,28000,52000,B,10000,Average
42380,42380,42380,Female,Yes,2,Ph.d,31000,491000,B,10000,Excellent
42381,42381,42381,Female,Yes,1,Ph.d,25000,35000,A,15000,Average
42382,42382,42382,Female,Yes,3,Ph.d,39000,138000,B,10000,Moderate
42383,42383,42383,Male,Yes,1,Ph.d,12000,332000,D,2500,Excellent
42384,42384,42384,Male,No,4,Ph.d,5000,88000,B,10000,Average
42385,42385,42385,Male,Yes,0,Ph.d,30000,419000,B,10000,Excellent
42386,42386,42386,Male,No,3,Ph.d,16000,344000,C,5000,Excellent
42387,42387,42387,Female,Yes,0,Ph.d,29000,306000,B,10000,Excellent
42388,42388,42388,Male,No,5,Ph.d,19000,84000,D,2500,Moderate
42389,42389,42389,Male,Yes,2,Ph.d,26000,40000,B,10000,Average
42390,42390,42390,Female,No,2,Ph.d,29000,254000,C,5000,Good
42391,42391,42391,Male,No,0,Ph.d,44000,127000,B,10000,Moderate
42392,42392,42392,Male,No,1,PG,13000,462000,B,10000,Excellent
42393,42393,42393,Female,Yes,1,PG,29000,113000,A,15000,Moderate
42394,42394,42394,Male,Yes,3,Ph.d,42000,459000,D,2500,Excellent
42395,42395,42395,Male,Yes,1,Ph.d,36000,176000,B,10000,Moderate
42396,42396,42396,Male,Yes,2,Ph.d,42000,484000,B,10000,Excellent
42397,42397,42397,Male,Yes,2,Ph.d,8000,125000,B,10000,Moderate
42398,42398,42398,Female,Yes,5,Ph.d,47000,213000,B,10000,Moderate
42399,42399,42399,Male,No,2,PG,48000,443000,B,10000,Excellent
42400,42400,42400,Male,Yes,3,PG,20000,296000,B,10000,Good
42401,42401,42401,Male,Yes,4,Ph.d,18000,452000,A,15000,Excellent
42402,42402,42402,Male,Yes,5,Ph.d,42000,203000,D,2500,Good
42403,42403,42403,Male,Yes,5,UG,13000,424000,B,10000,Excellent
42404,42404,42404,Male,Yes,1,Not Educated,44000,49000,B,10000,Average
42405,42405,42405,Male,Yes,0,UG,36000,405000,A,15000,Excellent
42406,42406,42406,Male,Yes,2,Ph.d,30000,83000,B,10000,Moderate
42407,42407,42407,Male,Yes,1,Ph.d,44000,155000,A,15000,Moderate
42408,42408,42408,Male,Yes,3,Ph.d,44000,145000,B,10000,Moderate
42409,42409,42409,Male,Yes,0,PG,47000,216000,B,10000,Good
42410,42410,42410,Female,Yes,3,Ph.d,32000,315000,B,10000,Good
42411,42411,42411,Female,Yes,3,Ph.d,33000,408000,B,10000,Excellent
42412,42412,42412,Male,Yes,4,Ph.d,10000,122000,B,10000,Moderate
42413,42413,42413,Male,Yes,5,Not Educated,40000,480000,C,5000,Excellent
42414,42414,42414,Male,No,4,Ph.d,34000,125000,D,2500,Moderate
42415,42415,42415,Male,Yes,0,UG,41000,460000,B,10000,Excellent
42416,42416,42416,Male,Yes,5,Ph.d,23000,289000,B,10000,Good
42417,42417,42417,Male,Yes,4,UG,36000,104000,C,5000,Moderate
42418,42418,42418,Male,No,2,UG,31000,245000,B,10000,Good
42419,42419,42419,Female,Yes,2,Ph.d,38000,173000,B,10000,Moderate
42420,42420,42420,Female,Yes,3,PG,11000,263000,D,2500,Good
42421,42421,42421,Male,Yes,4,UG,30000,438000,B,10000,Excellent
42422,42422,42422,Male,No,5,PG,32000,282000,B,10000,Good
42423,42423,42423,Male,Yes,5,Ph.d,11000,55000,C,5000,Average
42424,42424,42424,Male,Yes,3,Ph.d,35000,419000,B,10000,Excellent
42425,42425,42425,Male,No,4,Ph.d,41000,397000,B,10000,Excellent
42426,42426,42426,Male,Yes,1,UG,7000,107000,B,10000,Moderate
42427,42427,42427,Male,Yes,5,PG,16000,419000,B,10000,Excellent
42428,42428,42428,Male,No,5,Ph.d,13000,276000,B,10000,Good
42429,42429,42429,Male,Yes,4,Ph.d,14000,136000,B,10000,Moderate
42430,42430,42430,Male,Yes,0,Ph.d,30000,416000,B,10000,Excellent
42431,42431,42431,Male,Yes,4,Not Educated,24000,183000,B,10000,Moderate
42432,42432,42432,Male,Yes,5,Ph.d,31000,367000,B,10000,Excellent
42433,42433,42433,Female,Yes,4,Ph.d,16000,311000,B,10000,Good
42434,42434,42434,Male,Yes,5,PG,29000,419000,B,10000,Excellent
42435,42435,42435,Female,No,4,Ph.d,11000,379000,B,10000,Excellent
42436,42436,42436,Male,Yes,1,Ph.d,50000,428000,B,10000,Excellent
42437,42437,42437,Male,No,4,Ph.d,44000,285000,A,15000,Good
42438,42438,42438,Male,No,5,Ph.d,43000,355000,B,10000,Excellent
42439,42439,42439,Male,Yes,4,Ph.d,33000,391000,B,10000,Excellent
42440,42440,42440,Male,Yes,2,Ph.d,37000,347000,C,5000,Excellent
42441,42441,42441,Female,No,1,Ph.d,22000,412000,B,10000,Excellent
42442,42442,42442,Male,Yes,3,Ph.d,8000,403000,C,5000,Excellent
42443,42443,42443,Male,Yes,1,Ph.d,40000,330000,B,10000,Excellent
42444,42444,42444,Female,Yes,4,Ph.d,20000,76000,D,2500,Moderate
42445,42445,42445,Male,Yes,5,UG,28000,461000,B,10000,Excellent
42446,42446,42446,Male,No,4,Ph.d,23000,245000,B,10000,Good
42447,42447,42447,Female,No,5,PG,42000,491000,A,15000,Excellent
42448,42448,42448,Female,No,4,PG,17000,329000,B,10000,Good
42449,42449,42449,Female,No,3,Ph.d,45000,151000,B,10000,Moderate
42450,42450,42450,Female,No,0,Ph.d,50000,465000,B,10000,Excellent
42451,42451,42451,Female,Yes,5,Ph.d,43000,285000,A,15000,Good
42452,42452,42452,Male,No,0,Ph.d,30000,346000,B,10000,Excellent
42453,42453,42453,Male,Yes,2,Ph.d,35000,55000,D,2500,Average
42454,42454,42454,Female,Yes,3,Ph.d,26000,134000,B,10000,Moderate
42455,42455,42455,Female,Yes,3,Ph.d,42000,185000,B,10000,Moderate
42456,42456,42456,Male,Yes,3,PG,48000,165000,C,5000,Moderate
42457,42457,42457,Male,No,3,Ph.d,20000,222000,B,10000,Good
42458,42458,42458,Female,Yes,2,Ph.d,27000,484000,B,10000,Excellent
42459,42459,42459,Male,Yes,5,Ph.d,18000,286000,B,10000,Good
42460,42460,42460,Female,No,0,PG,30000,226000,A,15000,Good
42461,42461,42461,Male,Yes,2,UG,27000,239000,B,10000,Good
42462,42462,42462,Male,Yes,1,PG,38000,312000,B,10000,Excellent
42463,42463,42463,Male,Yes,0,Ph.d,27000,52000,B,10000,Average
42464,42464,42464,Male,Yes,3,PG,7000,333000,C,5000,Excellent
42465,42465,42465,Male,Yes,1,Not Educated,48000,338000,B,10000,Excellent
42466,42466,42466,Male,Yes,0,Ph.d,22000,428000,B,10000,Excellent
42467,42467,42467,Male,Yes,2,Ph.d,48000,240000,A,15000,Good
42468,42468,42468,Male,Yes,0,PG,17000,91000,B,10000,Moderate
42469,42469,42469,Male,No,1,Ph.d,34000,203000,B,10000,Good
42470,42470,42470,Female,Yes,5,Ph.d,39000,271000,D,2500,Good
42471,42471,42471,Male,Yes,3,PG,6000,32000,D,2500,Average
42472,42472,42472,Male,No,2,UG,46000,294000,B,10000,Good
42473,42473,42473,Male,Yes,3,UG,16000,161000,C,5000,Moderate
42474,42474,42474,Female,Yes,2,Ph.d,46000,461000,C,5000,Excellent
42475,42475,42475,Male,Yes,5,UG,28000,404000,B,10000,Excellent
42476,42476,42476,Male,No,3,Ph.d,24000,66000,A,15000,Average
42477,42477,42477,Female,Yes,5,Ph.d,38000,367000,B,10000,Excellent
42478,42478,42478,Male,Yes,0,PG,33000,151000,A,15000,Moderate
42479,42479,42479,Male,Yes,4,UG,5000,451000,B,10000,Excellent
42480,42480,42480,Male,Yes,4,Ph.d,36000,74000,B,10000,Average
42481,42481,42481,Male,Yes,3,Ph.d,40000,84000,B,10000,Average
42482,42482,42482,Male,Yes,2,Ph.d,9000,49000,C,5000,Average
42483,42483,42483,Male,Yes,0,Ph.d,12000,206000,C,5000,Good
42484,42484,42484,Female,Yes,1,UG,32000,279000,B,10000,Good
42485,42485,42485,Male,Yes,2,Ph.d,22000,80000,C,5000,Moderate
42486,42486,42486,Male,Yes,5,Ph.d,49000,92000,B,10000,Average
42487,42487,42487,Male,No,1,Ph.d,11000,166000,D,2500,Moderate
42488,42488,42488,Male,Yes,4,PG,15000,313000,A,15000,Good
42489,42489,42489,Female,Yes,0,Not Educated,9000,158000,B,10000,Moderate
42490,42490,42490,Male,Yes,4,Ph.d,47000,128000,B,10000,Moderate
42491,42491,42491,Female,Yes,1,Ph.d,15000,104000,C,5000,Moderate
42492,42492,42492,Male,Yes,3,Ph.d,9000,397000,B,10000,Excellent
42493,42493,42493,Male,Yes,5,Ph.d,13000,219000,B,10000,Good
42494,42494,42494,Male,Yes,1,Ph.d,45000,209000,A,15000,Good
42495,42495,42495,Male,Yes,4,Ph.d,29000,300000,B,10000,Good
42496,42496,42496,Male,Yes,4,Ph.d,12000,302000,A,15000,Good
42497,42497,42497,Male,No,2,Ph.d,25000,304000,B,10000,Good
42498,42498,42498,Male,Yes,3,Ph.d,6000,26000,B,10000,Poor
42499,42499,42499,Female,No,5,Ph.d,18000,30000,A,15000,Poor
42500,42500,42500,Female,Yes,4,Ph.d,34000,452000,B,10000,Excellent
42501,42501,42501,Male,Yes,3,Ph.d,30000,131000,B,10000,Moderate
42502,42502,42502,Male,Yes,4,Ph.d,26000,45000,B,10000,Average
42503,42503,42503,Male,Yes,1,Ph.d,14000,496000,B,10000,Excellent
42504,42504,42504,Male,Yes,1,Ph.d,22000,217000,C,5000,Good
42505,42505,42505,Male,Yes,2,Ph.d,31000,276000,C,5000,Good
42506,42506,42506,Male,Yes,2,Not Educated,43000,189000,B,10000,Good
42507,42507,42507,Male,Yes,3,UG,50000,217000,D,2500,Good
42508,42508,42508,Male,Yes,5,Ph.d,24000,472000,B,10000,Excellent
42509,42509,42509,Male,No,2,Ph.d,46000,116000,B,10000,Moderate
42510,42510,42510,Male,Yes,0,Ph.d,6000,440000,A,15000,Excellent
42511,42511,42511,Male,Yes,0,Ph.d,49000,297000,B,10000,Excellent
42512,42512,42512,Female,Yes,2,Ph.d,30000,293000,B,10000,Good
42513,42513,42513,Male,Yes,3,UG,45000,205000,B,10000,Good
42514,42514,42514,Female,Yes,0,Ph.d,11000,188000,B,10000,Good
42515,42515,42515,Male,No,2,Ph.d,32000,174000,A,15000,Moderate
42516,42516,42516,Female,Yes,2,Not Educated,36000,331000,C,5000,Excellent
42517,42517,42517,Male,Yes,5,Ph.d,14000,18000,D,2500,Average
42518,42518,42518,Female,Yes,1,Not Educated,50000,398000,B,10000,Excellent
42519,42519,42519,Male,Yes,5,PG,49000,94000,B,10000,Average
42520,42520,42520,Male,No,3,PG,5000,397000,B,10000,Excellent
42521,42521,42521,Male,Yes,1,Ph.d,12000,75000,C,5000,Moderate
42522,42522,42522,Male,Yes,0,Ph.d,20000,41000,B,10000,Average
42523,42523,42523,Male,Yes,3,Ph.d,17000,349000,B,10000,Excellent
42524,42524,42524,Male,Yes,5,Ph.d,50000,452000,B,10000,Excellent
42525,42525,42525,Male,Yes,1,Ph.d,33000,282000,B,10000,Good
42526,42526,42526,Male,Yes,5,UG,44000,137000,A,15000,Average
42527,42527,42527,Female,Yes,5,UG,12000,21000,A,15000,Poor
42528,42528,42528,Female,No,3,Ph.d,37000,43000,B,10000,Average
42529,42529,42529,Male,Yes,2,UG,32000,55000,A,15000,Average
42530,42530,42530,Male,Yes,3,PG,39000,471000,A,15000,Excellent
42531,42531,42531,Female,Yes,1,Ph.d,31000,380000,B,10000,Excellent
42532,42532,42532,Male,Yes,3,UG,29000,159000,A,15000,Moderate
42533,42533,42533,Female,Yes,5,Ph.d,32000,398000,C,5000,Excellent
42534,42534,42534,Female,No,0,PG,8000,294000,B,10000,Excellent
42535,42535,42535,Male,Yes,2,Ph.d,44000,110000,B,10000,Moderate
42536,42536,42536,Male,Yes,5,Ph.d,37000,203000,C,5000,Good
42537,42537,42537,Female,Yes,2,Not Educated,17000,206000,D,2500,Good
42538,42538,42538,Female,Yes,4,Ph.d,10000,61000,B,10000,Average
42539,42539,42539,Male,No,5,Not Educated,32000,185000,B,10000,Moderate
42540,42540,42540,Male,Yes,4,Ph.d,40000,150000,B,10000,Moderate
42541,42541,42541,Female,Yes,2,Ph.d,9000,183000,C,5000,Good
42542,42542,42542,Female,Yes,5,Ph.d,45000,89000,B,10000,Average
42543,42543,42543,Female,Yes,5,Ph.d,28000,243000,B,10000,Good
42544,42544,42544,Male,Yes,4,Ph.d,7000,393000,B,10000,Excellent
42545,42545,42545,Male,Yes,4,PG,46000,433000,B,10000,Excellent
42546,42546,42546,Male,Yes,0,Ph.d,21000,27000,B,10000,Average
42547,42547,42547,Female,Yes,0,Not Educated,45000,181000,A,15000,Good
42548,42548,42548,Male,Yes,4,Not Educated,11000,24000,B,10000,Poor
42549,42549,42549,Male,Yes,0,Ph.d,10000,89000,B,10000,Moderate
42550,42550,42550,Female,No,4,Ph.d,11000,169000,B,10000,Moderate
42551,42551,42551,Female,Yes,3,PG,16000,253000,B,10000,Good
42552,42552,42552,Male,Yes,5,Ph.d,19000,491000,C,5000,Excellent
42553,42553,42553,Female,Yes,0,UG,25000,313000,D,2500,Excellent
42554,42554,42554,Male,Yes,3,Ph.d,49000,350000,B,10000,Excellent
42555,42555,42555,Female,Yes,0,Ph.d,10000,395000,A,15000,Excellent
42556,42556,42556,Male,Yes,3,Not Educated,39000,102000,B,10000,Moderate
42557,42557,42557,Male,Yes,5,Ph.d,17000,23000,D,2500,Average
42558,42558,42558,Female,No,5,Ph.d,46000,447000,B,10000,Excellent
42559,42559,42559,Male,Yes,3,Ph.d,47000,381000,B,10000,Excellent
42560,42560,42560,Male,No,5,Ph.d,41000,187000,C,5000,Moderate
42561,42561,42561,Male,Yes,5,PG,16000,203000,A,15000,Moderate
42562,42562,42562,Male,No,2,Ph.d,28000,160000,C,5000,Moderate
42563,42563,42563,Male,Yes,0,Ph.d,19000,222000,B,10000,Good
42564,42564,42564,Male,Yes,5,PG,36000,114000,B,10000,Moderate
42565,42565,42565,Male,No,5,Ph.d,43000,480000,C,5000,Excellent
42566,42566,42566,Female,Yes,0,Ph.d,49000,388000,B,10000,Excellent
42567,42567,42567,Male,Yes,3,Ph.d,24000,132000,B,10000,Moderate
42568,42568,42568,Male,No,5,Not Educated,22000,194000,C,5000,Good
42569,42569,42569,Male,Yes,3,PG,20000,142000,B,10000,Moderate
42570,42570,42570,Male,Yes,3,Ph.d,7000,374000,C,5000,Excellent
42571,42571,42571,Male,Yes,2,PG,42000,65000,D,2500,Average
42572,42572,42572,Male,Yes,2,PG,29000,116000,D,2500,Moderate
42573,42573,42573,Male,Yes,1,Not Educated,16000,23000,B,10000,Average
42574,42574,42574,Female,Yes,0,Ph.d,24000,139000,B,10000,Moderate
42575,42575,42575,Male,No,2,Ph.d,9000,126000,B,10000,Moderate
42576,42576,42576,Female,Yes,0,Ph.d,7000,33000,B,10000,Average
42577,42577,42577,Male,Yes,0,Ph.d,23000,111000,B,10000,Moderate
42578,42578,42578,Female,No,3,UG,16000,114000,B,10000,Moderate
42579,42579,42579,Female,No,3,PG,12000,362000,A,15000,Excellent
42580,42580,42580,Female,Yes,0,Ph.d,18000,149000,A,15000,Moderate
42581,42581,42581,Male,Yes,5,Ph.d,12000,246000,B,10000,Good
42582,42582,42582,Male,No,5,Ph.d,19000,321000,A,15000,Good
42583,42583,42583,Male,Yes,5,Not Educated,39000,47000,B,10000,Poor
42584,42584,42584,Female,Yes,2,UG,36000,67000,B,10000,Average
42585,42585,42585,Male,Yes,1,PG,38000,46000,B,10000,Average
42586,42586,42586,Male,No,5,Ph.d,32000,499000,C,5000,Excellent
42587,42587,42587,Male,Yes,1,Ph.d,41000,489000,A,15000,Excellent
42588,42588,42588,Male,Yes,3,PG,35000,379000,C,5000,Excellent
42589,42589,42589,Male,Yes,5,Not Educated,13000,218000,B,10000,Good
42590,42590,42590,Male,Yes,3,Ph.d,35000,271000,B,10000,Good
42591,42591,42591,Male,Yes,5,Ph.d,19000,388000,B,10000,Excellent
42592,42592,42592,Female,Yes,5,PG,6000,57000,D,2500,Average
42593,42593,42593,Male,Yes,2,Ph.d,5000,144000,B,10000,Moderate
42594,42594,42594,Male,Yes,0,PG,34000,384000,A,15000,Excellent
42595,42595,42595,Female,No,5,Ph.d,19000,114000,A,15000,Average
42596,42596,42596,Female,Yes,5,Ph.d,32000,264000,B,10000,Good
42597,42597,42597,Male,Yes,1,Ph.d,30000,373000,D,2500,Excellent
42598,42598,42598,Male,Yes,4,Ph.d,24000,200000,A,15000,Moderate
42599,42599,42599,Male,Yes,2,Ph.d,49000,411000,B,10000,Excellent
42600,42600,42600,Male,Yes,4,UG,20000,329000,B,10000,Good
42601,42601,42601,Male,Yes,5,Ph.d,7000,382000,B,10000,Excellent
42602,42602,42602,Female,Yes,2,PG,16000,113000,B,10000,Moderate
42603,42603,42603,Female,Yes,4,UG,17000,296000,C,5000,Good
42604,42604,42604,Male,No,1,Ph.d,16000,307000,B,10000,Excellent
42605,42605,42605,Male,Yes,4,Ph.d,23000,352000,C,5000,Excellent
42606,42606,42606,Male,Yes,0,UG,9000,323000,C,5000,Excellent
42607,42607,42607,Male,Yes,3,Ph.d,10000,61000,A,15000,Average
42608,42608,42608,Male,No,3,Ph.d,27000,389000,B,10000,Excellent
42609,42609,42609,Female,Yes,0,UG,32000,476000,B,10000,Excellent
42610,42610,42610,Male,Yes,5,Ph.d,27000,291000,C,5000,Good
42611,42611,42611,Male,No,3,Ph.d,27000,145000,A,15000,Moderate
42612,42612,42612,Female,No,5,Ph.d,27000,230000,B,10000,Good
42613,42613,42613,Male,No,3,UG,9000,145000,B,10000,Moderate
42614,42614,42614,Male,Yes,4,Ph.d,21000,408000,B,10000,Excellent
42615,42615,42615,Female,Yes,4,Not Educated,42000,428000,D,2500,Excellent
42616,42616,42616,Male,Yes,4,Ph.d,22000,149000,C,5000,Moderate
42617,42617,42617,Male,Yes,5,PG,7000,202000,B,10000,Moderate
42618,42618,42618,Male,Yes,3,Ph.d,14000,379000,B,10000,Excellent
42619,42619,42619,Male,No,0,UG,20000,23000,C,5000,Average
42620,42620,42620,Male,Yes,1,Ph.d,15000,372000,C,5000,Excellent
42621,42621,42621,Male,Yes,5,PG,28000,115000,B,10000,Moderate
42622,42622,42622,Male,No,5,Ph.d,9000,374000,B,10000,Excellent
42623,42623,42623,Male,No,3,Ph.d,41000,380000,C,5000,Excellent
42624,42624,42624,Male,No,2,Ph.d,8000,413000,B,10000,Excellent
42625,42625,42625,Female,Yes,4,Ph.d,12000,72000,B,10000,Average
42626,42626,42626,Female,Yes,4,Ph.d,29000,258000,A,15000,Good
42627,42627,42627,Male,Yes,0,Ph.d,22000,262000,A,15000,Good
42628,42628,42628,Male,Yes,1,Ph.d,45000,226000,B,10000,Good
42629,42629,42629,Male,Yes,1,Ph.d,46000,422000,B,10000,Excellent
42630,42630,42630,Male,Yes,4,UG,39000,125000,B,10000,Moderate
42631,42631,42631,Male,Yes,5,Ph.d,32000,435000,B,10000,Excellent
42632,42632,42632,Male,Yes,0,Ph.d,35000,189000,B,10000,Good
42633,42633,42633,Male,Yes,5,Not Educated,8000,22000,A,15000,Poor
42634,42634,42634,Female,No,1,Ph.d,23000,234000,B,10000,Good
42635,42635,42635,Male,No,0,Ph.d,46000,281000,B,10000,Good
42636,42636,42636,Male,No,1,Ph.d,12000,315000,B,10000,Excellent
42637,42637,42637,Male,Yes,3,Ph.d,32000,401000,B,10000,Excellent
42638,42638,42638,Female,No,4,Ph.d,49000,225000,B,10000,Good
42639,42639,42639,Male,Yes,3,Ph.d,15000,483000,C,5000,Excellent
42640,42640,42640,Male,Yes,5,PG,18000,488000,B,10000,Excellent
42641,42641,42641,Male,Yes,3,Ph.d,13000,199000,B,10000,Good
42642,42642,42642,Male,Yes,5,Ph.d,20000,449000,D,2500,Excellent
42643,42643,42643,Male,Yes,2,Ph.d,16000,383000,B,10000,Excellent
42644,42644,42644,Male,No,0,Not Educated,14000,190000,A,15000,Good
42645,42645,42645,Male,No,5,Ph.d,18000,24000,B,10000,Poor
42646,42646,42646,Female,Yes,2,Ph.d,25000,279000,D,2500,Good
42647,42647,42647,Female,Yes,0,Ph.d,37000,127000,C,5000,Moderate
42648,42648,42648,Male,No,5,Ph.d,40000,405000,B,10000,Excellent
42649,42649,42649,Male,Yes,5,Ph.d,15000,222000,B,10000,Good
42650,42650,42650,Male,Yes,0,Ph.d,9000,194000,B,10000,Good
42651,42651,42651,Male,Yes,4,Ph.d,46000,359000,B,10000,Excellent
42652,42652,42652,Male,No,0,UG,13000,412000,D,2500,Excellent
42653,42653,42653,Male,No,0,Ph.d,23000,455000,B,10000,Excellent
42654,42654,42654,Male,Yes,4,Ph.d,41000,444000,B,10000,Excellent
42655,42655,42655,Female,Yes,0,Ph.d,6000,242000,B,10000,Good
42656,42656,42656,Male,Yes,2,Ph.d,48000,315000,B,10000,Excellent
42657,42657,42657,Male,No,5,Ph.d,23000,151000,B,10000,Moderate
42658,42658,42658,Male,Yes,3,PG,28000,263000,B,10000,Good
42659,42659,42659,Male,Yes,1,Ph.d,11000,48000,B,10000,Average
42660,42660,42660,Male,Yes,0,Ph.d,40000,392000,B,10000,Excellent
42661,42661,42661,Male,Yes,1,Ph.d,7000,156000,D,2500,Moderate
42662,42662,42662,Male,No,5,Ph.d,13000,284000,D,2500,Good
42663,42663,42663,Male,No,3,Not Educated,20000,216000,B,10000,Good
42664,42664,42664,Female,No,3,Not Educated,5000,381000,B,10000,Excellent
42665,42665,42665,Male,No,5,Ph.d,46000,359000,B,10000,Excellent
42666,42666,42666,Male,Yes,5,Ph.d,37000,99000,B,10000,Average
42667,42667,42667,Male,Yes,0,Ph.d,41000,483000,D,2500,Excellent
42668,42668,42668,Male,Yes,5,PG,34000,364000,A,15000,Good
42669,42669,42669,Male,Yes,0,Ph.d,26000,403000,C,5000,Excellent
42670,42670,42670,Female,Yes,2,Ph.d,34000,148000,B,10000,Moderate
42671,42671,42671,Male,No,0,Ph.d,47000,481000,B,10000,Excellent
42672,42672,42672,Male,No,3,Ph.d,43000,172000,B,10000,Moderate
42673,42673,42673,Male,Yes,1,Ph.d,37000,470000,B,10000,Excellent
42674,42674,42674,Male,No,2,Ph.d,17000,125000,B,10000,Moderate
42675,42675,42675,Male,Yes,5,Ph.d,35000,278000,B,10000,Good
42676,42676,42676,Female,Yes,4,Ph.d,48000,184000,B,10000,Moderate
42677,42677,42677,Male,Yes,3,Not Educated,34000,414000,A,15000,Excellent
42678,42678,42678,Male,Yes,4,Ph.d,29000,52000,B,10000,Average
42679,42679,42679,Male,Yes,4,Ph.d,9000,460000,A,15000,Excellent
42680,42680,42680,Male,Yes,2,Ph.d,28000,111000,C,5000,Moderate
42681,42681,42681,Male,Yes,4,Ph.d,47000,86000,C,5000,Moderate
42682,42682,42682,Female,No,5,Ph.d,13000,266000,A,15000,Good
42683,42683,42683,Female,Yes,2,Ph.d,15000,426000,C,5000,Excellent
42684,42684,42684,Female,No,3,PG,18000,291000,B,10000,Good
42685,42685,42685,Male,Yes,2,Ph.d,7000,411000,A,15000,Excellent
42686,42686,42686,Male,Yes,5,Ph.d,5000,419000,A,15000,Excellent
42687,42687,42687,Female,No,2,Not Educated,14000,436000,B,10000,Excellent
42688,42688,42688,Male,No,3,Not Educated,33000,286000,C,5000,Good
42689,42689,42689,Male,Yes,0,Ph.d,18000,323000,B,10000,Excellent
42690,42690,42690,Male,Yes,2,Ph.d,20000,65000,B,10000,Average
42691,42691,42691,Male,No,4,Not Educated,21000,389000,B,10000,Excellent
42692,42692,42692,Female,Yes,4,Ph.d,37000,233000,B,10000,Good
42693,42693,42693,Female,Yes,0,Ph.d,21000,246000,B,10000,Good
42694,42694,42694,Male,Yes,2,UG,44000,175000,B,10000,Moderate
42695,42695,42695,Male,Yes,1,Not Educated,26000,193000,B,10000,Good
42696,42696,42696,Male,Yes,1,Ph.d,8000,13000,D,2500,Average
42697,42697,42697,Male,Yes,1,PG,5000,291000,A,15000,Good
42698,42698,42698,Male,Yes,5,Ph.d,27000,241000,A,15000,Moderate
42699,42699,42699,Male,Yes,2,Ph.d,42000,169000,B,10000,Moderate
42700,42700,42700,Female,No,2,UG,6000,483000,A,15000,Excellent
